company_id,name,link,bse,nse,industry,sector,about
508807,IST Ltd,istindia.com,508807,,Auto Ancillaries,Auto Ancillaries,"IST Limited is an India based company. The Company's products include automotive transmission parts, carburetor parts for two wheeler, fuel injection part for four wheeler."
541865,Add-Shop E-Retail Ltd,addshop.co,541865,,Trading,Trading,Trading >> Trading
532092,Sagar Productions Ltd,sagarproductions.com,532092,,Entertainment / Electronic Media Software,Entertainment,Sagar Productions Ltd. engages in media production and media trading activities in India.
532349,Transport Corporation of India Ltd,tcil.com,532349,TCI,Miscellaneous,Logistics,"Transport Corporation of India is engaged in the Business of Freight Transport,Supply Chain Solutions and Transport through Seaways."
511605,Arihant Capital Markets Ltd,arihantcapital.com,511605,,Finance & Investments,Stock/ Commodity Brokers,Arihant Capital Markets is engaged in the business of Securities brokerage services.
539843,NINtec Systems Ltd,nintecsystems.com,539843,,Computers - Software - Medium / Small,IT - Software,"NINtec Systems Limited is an India-based software development services and solutions company. The Company is engaged in computer programming, consultancy and related activities."
524570,Poddar Pigments Ltd,poddarpigmentsltd.com,524570,PODDARMENT,Chemicals,Chemicals,"Poddar Pigments is engaged in a manufacturer of Color & Additive Master batches for dope dyeing of man-made fibers, various plastic applications."
NSE - SM : HINDCON,Hindcon Chemicals Ltd,Company website,NSE - SM : HINDCON,,Chemicals,Chemicals,"Hindcon Chemicals is engaged in the business of Sodium Silicate, Cement Additive, etc."
526703,Ecoplast Ltd,ecoplastindia.com,526703,,Packaging,Packaging,"Ecoplast is engaged in the business of manufacturing, processing and selling of Co-extruded Plastic Film for packaging and industrial applications."
538730,PDS Multinational Fashions Ltd,pdsmultinational.com,538730,PDSMFL,Textiles - Products,Textiles,"PDS Multinational is one of the largest consumer goods design, product development, sourcing, virtual manufacturing and distribution businesses. It works with leading global retailers and brands and specialize in delivering world class products at competitive prices."
540252,Veeram Securities Ltd,veeramornaments.com,540252,,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery",ABOUT
524816,Natco Pharma Ltd,natcopharma.co.in,524816,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,"Natco Pharma is engaged in the business of pharmaceuticals which comprises research and development, manufacturing and selling of bulk drugs and finished dosage formulations."
533104,Globus Spirits Ltd,globusspirits.com,533104,GLOBUSSPR,Breweries & Distilleries,Alcoholic Beverages,"Globus Spirits is engaged in the business of manufacture and sale of Indian Made Indian Liquor (IMIL), Indian Made Foreign Liquor (IMFL), Bulk Alcohol and Franchise Bottling.(Source : 201903 Annual Report Page No:63)"
NSE - SM : RMDRIP,R M Drip & Sprinklers Systems Ltd,Company website,NSE - SM : RMDRIP,,Plastics Products,Plastic products,RM Drip & Sprinklers Systems is engaged in the business of Manufacture of Drip Inline Systems.
526043,Polymechplast Machines Ltd,polymechplast.com,526043,,Engineering,Capital Goods-Non Electrical Equipment,Polymechplast Machines is mainly produces Rubber & plastic products machinery.
590043,Harita Seating Systems Ltd,haritaseating.com,590043,HARITASEAT,Auto Ancillaries,Auto Ancillaries,"Harita Seating Systems its provides complete seating solutions for driver and cabin seating for commercial vehicles, tractors and construction equipment, as well as passenger seats for buses across all segments and has established itself as a leader in these segments in the country.(Source : 201903 Annual Report Page No: 09)"
532851,Insecticides India Ltd,insecticidesindia.com,532851,INSECTICID,Pesticides / Agrochemicals - Indian,Agro Chemicals,"Insecticides India is engaged in the manufacturing activities of Agro Chemicals, Pesticides and Technical Products for agriculture purposes.(Source : 201903 Annual Report Page No: 81)"
505872,WPIL Ltd,wpil.co.in,505872,,Pumps,Capital Goods-Non Electrical Equipment,"WPIL is principally engaged in designing, developing, manufacturing, erecting, commissioning and servicing of pumps & pumping systems."
508869,Apollo Hospitals Enterprise Ltd,apollohospitals.com,508869,APOLLOHOSP,Healthcare,Healthcare,"Apollo Hospitals Enterprise is engaged in operation of multidisciplinary private hospitals, clinics and pharmacies."
530741,Ovobel Foods Ltd,ovobelfoods.com,530741,,Food - Processing - Indian,FMCG,Ovobel Foods Ltd is engaged in the manufacture and sale of egg powder.
NSE - SM : WFL,Wonder Fibromats Ltd,Company website,NSE - SM : WFL,,Electric Equipment,Capital Goods - Electrical Equipment,Capital Goods - Electrical Equipment >> Electric Equipment
532285,Geojit Financial Services Ltd,geojitbnpparibas.com,532285,GEOJITFSL,Finance & Investments,Stock/ Commodity Brokers,Geojit Financial Services is engaged in the business of Financial Services Activities.
503806,SRF Ltd,srf.com,503806,SRF,Textiles - Manmade,Textiles,"SRF is engaged in the Business of Technical Textiles Business , Chemicals Business , Packaging Films Business."
541161,Karda Constructions Ltd,kardaconstruction.com,541161,KARDA,Construction,Construction,Karda Constructions Limited is an India-based company that is engaged in the business of real estate development. The Company develops residential and residential-cum commercial projects in Nashik.
509525,Empire Industries Ltd,empiremumbai.com,509525,,Glass & Glass Products,Glass & Glass Products,"Empire Industries is engaged in the business of manufacture of container glass, trading in frozen foods, indenting and real estate.(Source : 201903 Annual Report Page No: 47)"
540710,Capacit'e Infraprojects Ltd,capacite.in,540710,CAPACITE,Construction,Realty,"Capacit'e Infraprojects is primarily engaged in the business of Engineering, Procurement and Construction business.(Source : 201903 Annual Report Page No: 146)"
542248,Deccan Health Care Ltd,deccanhealthcare.co.in,542248,,Food - Processing - Indian,Healthcare,Healthcare >> Food - Processing - Indian
500002,ABB India Ltd,abb.co.in; www.abb.com/in,500002,ABB,Electric Equipment,Capital Goods - Electrical Equipment,"ABB India is engaged in served utility and industry customers for over six decades with the complete range of engineering, products, solutions and services in areas of Automation and Power technology."
540222,Laurus Labs Ltd,lauruslabs.com,540222,LAURUSLABS,Pharmaceuticals - Indian - Formulations,Healthcare,"Laurus Labs is principally engaged in offering a broad and integrated portfolio of Active Pharmaceuticals Ingredients (API) including intermediates, Generic Finished dosage forms (FDF) and Contract Research services to cater to the needs of the global pharmaceutical industry."
500367,Rubfila International Ltd,rubfila.com,500367,,Miscellaneous,Plantation & Plantation Products,Rubfila International is engaged in the business of largest manufacturer of both Talcum Coated and Silicon Coated Heat Resistant Rubber threads in India.
504212,Universal Cables Ltd,unistar.co.in,504212,UNIVCABLES,Cables - Power,Cables,Universal Cables is engaged in engaged in the business of manufacturing a large range of power cables from 1.1kV to 400kV & capacitors and Turnkey Projects.
540143,SagarSoft (India) Ltd,sagarsoft.in,540143,,Computers - Software - Medium / Small,IT - Software,SagarSoft (India) is engaged in the business of software development and consultancy.(Source : 202003 Annual Report Page No: 58)
508814,Cosmo Films Ltd,cosmofilms.com,508814,COSMOFILMS,Packaging,Packaging,Cosmo Films is engaged in the production of flexible packaging films.
500202,India Lease Development Ltd,indialease.com,500202,,Finance & Investments,Finance,"India Lease Development is that of a Non Banking Finance Company(NBFC). Non Banking Financial Companies(NBFCs) play a crucial role in broadening access to financial services, enhancing competition and diversification of the financial sector."
517015,Vindhya Telelinks Ltd,vtlrewa.com,517015,VINDHYATEL,Cables - Telephone,Cables,"Vindhya Telelinks is engaged in manufacturing and sale of Cables (comprising of telecommunications cables, other types of wires & cables, FRP rods/glass rovings etc.) and Turnkey Contracts & Services business."
507794,Khaitan Chemicals & Fertilizers Ltd,khaitanchemfert.com,507794,KHAICHEM,Fertilizers,Fertilizers,"Khaitan Chemicals & Fertilizers is engaged in the manufacturing of Single Super Phosphate Fertilisers (Plain, Zincated and Boronated in powder form and granulated form), Sulphuric Acid and its variants, Trading of NPK Fertilisers, Processing of Oil Seed (mainly Soybean) and crude edible oil, selling of De-Oiled Cake and Crude/Refined Oil & Generation and selling of Wind Power."
540824,Astron Paper & Board Mill Ltd,astronpaper.com,540824,ASTRON,Paper,Paper,Astron Paper & Board Mill is engaged in the manufacturing of Kraft Paper from waste paper.
539785,Pudumjee Paper Products Ltd,pudumjee.com,539785,PDMJEPAPER,Paper,Paper,"Pudumjee Paper Products is engaged in mainly belongs to Paper Industry and operates in Speciality Paper segment for Wrapping and Food Grade Packaging Paper, household and Sanitary Paper etc.(Source : 201903 Annual Report Page No: 85)"
540078,Mitsu Chem Plast Ltd,mitsuchem.com,540078,,Plastics Products,Plastic products,"Mitsu Chem Plast is engaged in the business of Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
519295,Bambino Agro Industries Ltd,bambinoagro.com,519295,,Food - Processing - Indian,FMCG,"Bambino Agro Industries is engaged in manufacturing and selling vermicelli, macaroni and other pasta products under the brand name Bambino."
539889,Parag Milk Foods Ltd,paragmilkfoods.com,539889,PARAGMILK,Food - Processing - Indian,FMCG,"Parag Milk Foods is engaged in the business of procurement of cow milk mainly in western and southern region, undertakes processing of milk and manufacture of various value added products namely cheese, butter, ghee, fresh cream, milk powder, flavoured milk, lassi, curd etc."
540590,Riddhi Corporate Services Ltd,riddhicorporate.co.in,540590,,Miscellaneous,Miscellaneous,"Riddhi Corporate Services is engaged in the Business of Data processing, hosting and related activities."
521216,Dhanalaxmi Roto Spinners Ltd,dhanroto.com,521216,,Textiles - Cotton/Blended,Textiles,"Dhanalaxmi Roto Spinners Ltd is engaged in trading of wood pulp. Its products include Fluff Pulp Rolls (Untreated), Fluff Pulp Rolls (Treated), Reclaimed Fluff Pulp, Dissolving Pulp and Unbleached Softwood Kraft Pulp."
522263,JMC Projects (India) Ltd,jmcprojects.com,522263,JMCPROJECT,Construction,Construction,"JMC Projects (India) is primarily engaged in Engineering, Procurrement and Construction (EPC) business."
532646,Uniply Industries Ltd,uniply.in,532646,NSE - BZ : UNIPLY,Miscellaneous,Miscellaneous,Uniply Industries is engaged in the business of manufacturing plywood and its allied products.
526435,Perfectpac Ltd,perfectpac.com,526435,,Packaging,Packaging,Perfectpac Ltd is engaged in manufacturing corrugated fiberboard containers.
516072,Vishnu Chemicals Ltd,vishnuchemicals.com,516072,VISHNU,Chemicals,Chemicals,Vishnu Chemicals is engaged in the business of Specialty Chemicals.
540693,Shish Industries Ltd,shishindustries.com,540693,,Plastics Products,Plastic products,Plastic products >> Plastics Products
NSE - SM : ATALREAL,Atal Realtech Ltd,Company website,NSE - SM : ATALREAL,,Construction,Infrastructure Developers & Operators,Infrastructure Developers & Operators >> Construction
524280,Kopran Ltd,kopran.com,524280,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,Kopran is engaged in the business of manufacturing of Formulation (Finished Dosage Form) and Active Pharmaceutical Ingredients (API).
540133,ICICI Prudential Life Insurance Company Ltd,iciciprulife.com,540133,ICICIPRULI,Finance & Investments,Insurance,"ICICI Prudential Life Insurance Co. is carries on business of providing life insurance, pensions and health insurance products to individuals and groups. Riders providing additional benefits are offered under some of these products. The business is conducted in participating, non-participating and unit linked lines of businesses. These products are distributed through individual agents, corporate agents, banks, brokers, the Companys proprietary sales force and the Company website."
NSE : VARDHACRLC,Vardhman Acrylics Ltd,Company website,NSE : VARDHACRLC,,Textiles - Manmade,Textiles,Vardhman Acrylics is a leading manufacturer and supplier of Acrylic Fibre and Tow.
542935,ICL Organic Dairy Products Ltd,icldairy.com,542935,,Trading,Trading,Trading >> Trading
531978,Ambika Cotton Mills Ltd,acmills.in,531978,AMBIKCO,Textiles - Cotton/Blended,Textiles,"Ambika Cotton Mills is engaged in manufacturing and selling speciality cotton yarn catering to the needs of manufacturers of premium branded shirts and t-shirts. Exports constitute significant portion of the operations. The company operates with total installed spindle capacity of 108288 (Previous Year 108288 Spindles) of compact facility housed in four units and Knitting facility of converting 40,000 Kgs of yarn per day into fabrics."
523660,Waterbase Ltd,waterbaseindia.com,523660,WATERBASE,Aquaculture,Miscellaneous,Waterbase is engaged in the business of manufacturing and sale of Shrimp Feeds and Shrimp Aquaculture for 30 years. The company is also in the business of Shrimp Hatchery.
512344,Aravali Securities & Finance Ltd,aravalisecurities.com,512344,,Finance & Investments,Finance,Aravali Securities & Finance is engaged in providing Financial and Other Advisory Services besides dealing in shares and securities.
511509,Vivo Bio Tech Ltd,vivobio.com,511509,,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,"Vivo Bio Tech is engaged in service of CRO offering Drug Development & Discovery Services to Pharmaceutical & Biotech Companies world-wide in accordance with OECD - GLP, AAALAC & IND guidelines."
532947,IRB Infrastructure Developers Ltd,irb.co.in,532947,IRB,Construction,Infrastructure Developers & Operators,"IRB Infrastructure Developers is engaged in carrying out construction works in accordance with EPC contract, providing operation and maintenance services and undertakes trading activities."
NSE - SM : MITTAL,Mittal Life Style Ltd,Company website,NSE - SM : MITTAL,,Textiles - Products,Textiles,Textiles >> Textiles - Products
526668,Kamat Hotels (India) Ltd,khil.com,526668,KAMATHOTEL,Hotels,Hotels & Restaurants,"KHIL is into many hospitality ventures other then hotels and restaurant such as time share, clubs resorts, Heritage hotels and much more across India KHIL is also into Hotel Consultancy, setups and other such related activities."
539678,Quick Heal Technologies Ltd,quickheal.com,539678,QUICKHEAL,Computers - Software - Medium / Small,IT - Software,Quick Heal Technologies is engaged in the business of providing security software products. The Company caters to both domestic and international market.
540124,GNA Axles Ltd,gnagroup.com,540124,GNA,Auto Ancillaries,Auto Ancillaries,"GNA Axles is engaged in the Business of manufactures auto components for the four-wheeler industry, primary product being Rear Axles, Shafts, Spindles & other Automobiles Components for sale in domestic and foreign market."
503641,Zodiac Ventures Ltd,zodiacventures.in,503641,,Miscellaneous,Miscellaneous,Zodiac Ventures is engaged in the Technical Consultancy in relation to Architectural and Engineering Activities.
541503,Unick Fix-A-Form And Printers Ltd,unickfix-a-form.com,541503,,Printing & Stationery,Media - Print/Television/Radio,Unick Fix-A-Form & Printers is engaged in the business of Paper Based Printed Materials/Labels.
532296,Glenmark Pharmaceuticals Ltd,glenmarkpharma.com,532296,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,Glenmark Pharmaceuticals is a global pharmaceutical company. The Company is engaged in the development of new chemical entities (NCEs) and new biological entities (NBEs).
513023,Nava Bharat Ventures Ltd,nbventures.com,513023,NBVENTURES,Diversified - Large,Diversified,"Nava Bharat Ventures is engaged in the business of manufacture of ferro alloys, sugar, generation of power and mining activities in India, Singapore and Zambia.(Source : 201903 Annual Report Page No:177)"
531212,Nalin Lease Finance Ltd,nalinfin.co.in,531212,,Finance & Investments,Finance,Nalin Lease Finance provides finance for new two wheelers and gold loan business activities against gold ornaments.
511505,Capital Trust Ltd,capital-trust.com,511505,CAPTRUST,Finance & Investments,Finance,Capital Trust Non Banking Finance Company engaged in Loan Business.
532809,Firstsource Solutions Ltd,firstsource.com,532809,FSL,Computers - Software - Medium / Small,IT - Software,"Firstsource Solutions is engaged in the business of providing customer management services like contact center, transaction processing and debt collection services including revenue cycle management in the healthcare industry."
523127,EIH Associated Hotels Ltd,eihassociatedhotels.in,523127,EIHAHOTELS,Hotels,Hotels & Restaurants,EIH Associated Hotels is engaged in the Business of Hotel Services.
532926,Jyothy Labs Ltd,jyothylaboratories.com,532926,JYOTHYLAB,Personal Care - Indian,FMCG,"Jyothy Labs is principally engaged in manufacturing and marketing of fabric care, dishwashing, personal care and household insecticides products."
539017,Akme Star Housing Finance Ltd,akmestarhousing.com,539017,,Finance - Housing,Finance,Akme Star Housing Finance Limited is engaged in carrying out activities of housing finance companies.
500294,NCC Ltd,ncclimited.com,500294,NCC,Construction,Construction,"NCC Ltd is engaged in the infrastructure sector, primarily in the construction of industrial and commercial buildings, housing, roads, bridges and flyovers, water supply and environment projects, railways, mining, power transmission lines, irrigation and hydrothermal power projects, real estate development, etc."
540642,Salasar Techno Engineering Ltd,salasartechno.com,540642,SALASAR,Steel - Medium / Small,Steel,Salasar Techno Engineering Limited is a leading provider of Steel Solutions in India with global operations spread throughout Asia and Africa.
500003,Aegis Logistics Ltd,aegisindia.com,500003,AEGISCHEM,Trading,Trading,Aegis Logistics is in the business of import and distribution of Liquified Petroleum Gas (LPG) and storage and terminalling facility for LPG and chemical products.
532673,KM Sugar Mills Ltd,kmsugar.com,532673,KMSUGAR,Sugar,Sugar,"KM Sugar Mills is engaged in sugar manufacturing. The principal activity of the Company is manufacturing and sale of sugar. Besides this, the allied business activities undertaken by the Company primarily consists of manufacturing and sale of Ethanol, Ethyl Alcohol, generation of power using bagasse, and manufacturing and sale of sanitizers."
540393,Sarthak Metals Ltd,sarthakmetals.com,540393,,Mining / Minerals / Metals,Mining & Mineral products,"Sarthak Metals is engaged in the business of Ferro Alloys/Cored wires, Aluminium Wire Flipping Coil , Aluuminium Products other than Aluminium Wire Flipping coil."
524226,Gujarat Ambuja Exports Ltd,ambujagroup.com,524226,GAEL,Solvent Extraction,Edible Oil,"Gujarat Ambuja Exports is an Agro Processing conglomerate with various manufacturing plants at different locations in States of Gujarat, Maharashtra, Madhya Pradesh, Uttarakhand and Karnataka.(Source : 201903 Annual Report Page No: 86)"
531344,Container Corporation Of India Ltd,concorindia.com,531344,CONCOR,Miscellaneous,Logistics,"Container Corporation Of India is engaged in the Business of Transportation of Containers (Rail Road ), and Handling of Containers."
NSE : SHRENIK,Shrenik Ltd,Company website,NSE : SHRENIK,,Trading,Trading,"Shrenik is engaged in the field of Trading and Processing of all kinds of Paper, Pulp, Paper Boards etc."
NSE - SM : SVLL,Shree Vasu Logistics Ltd,Company website,NSE - SM : SVLL,,Miscellaneous,Logistics,Logistics >> Miscellaneous
526739,Narmada Gelatines Ltd,narmadagelatines.com,526739,,Chemicals,Chemicals,Narmada Gelatines is engaged in the manufacture and sale of Ossein and Gelatine.
506852,Punjab Alkalies & Chemicals Ltd,punjabalkalies.com,506852,,Chlor Alkali / Soda Ash,Chemicals,"Punjab Alkalies & Chemicals Limited is involved in chemicals business. The Company's products include Caustic Soda Lye, Liquid Chlorine, Hydrochloric Acid, Sodium Hypochlorite and Hydrogen Gas."
523405,JM Financial Ltd,jmfl.com,523405,JMFINANCIL,Finance & Investments,Finance,"JM Financial is engaged in the holding company activities, advisors in equity and debt capital markets, management of capital markets transactions, mergers & acquisitions, advisory, private equity syndication, corporate finance advisory business and admin(Source : 202003 Annual Report Page No: 21)"
505537,Zee Entertainment Enterprises Ltd,zeeentertainment.com,505537,ZEEL,Entertainment / Electronic Media Software,Entertainment,"Zee Entertainment Enterprises is mainly in the following businesses: Broadcasting of Satellite Television Channels, Space Selling agent for other satellite television channels, and Sale of Media Content i.e. programs / film rights / feeds /music rights."
NSE : LIBAS,Libas Designs Ltd,Company website,NSE : LIBAS,,Textiles - Products,Textiles,"Libas Designs Limited is an India-based company, which is engaged in the process of fabrication of fabric into garments and other products through customization."
517372,Gujarat Intrux Ltd,intricastindia.com; www.gujaratinttrux.com,517372,,Steel - Medium / Small,Steel,"Gujarat Intrux is engaged in the business of Manufacturing and supply of stainless steel, Non- Alloy Steel and alloy steel Castings."
539551,Narayana Hrudayalaya Ltd,narayanahealth.org,539551,NH,Healthcare,Healthcare,Narayana Hrudayalaya is engaged in the business of rendering medical and healthcare services.(Source : 201903 Annual Report Page No:193)
500307,Nirlon Ltd,nilonltd.com,500307,,Construction,Realty,Nirlon is engaged in the business of development and management of the Industrial Park / Information Technology (IT) Park.(Source : 201903 Annual Report Page No:83)
532940,J Kumar Infraprojects Ltd,jkumar.com,532940,JKIL,Construction,Infrastructure Developers & Operators,"J Kumar Infraprojects is engaged in the business of execution of contracts of various infrastructure projects including Transportation Engineering, Irrigation Projects, Civil Construction and Piling Work etc."
500085,Chambal Fertilisers & Chemicals Ltd,chambalfertilisers.in,500085,CHAMBLFERT,Fertilizers,Fertilizers,"Chambal Fertilisers & Chemicals is engaged in the business of production of urea and has three urea plants. Apart from manufacture of Urea, the Company also deals in other fertilisers and Agri-inputs."
524735,Hikal Ltd,hikal.com,524735,HIKAL,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,"Hikal is engaged in the business of manufacturing of various chemical intermediates, specialty chemicals, active pharma ingredients and contract research activities."
533552,Rupa & Company Ltd,rupa.co.in,533552,RUPA,Textiles - Products,Readymade Garments/ Apparells,"Rupa & Company Limited is engaged in the manufacture of knitted apparel, including hosiery. The Company offers textile, leather and other apparel products."
538610,Unison Metals Ltd,unisongroup.net,538610,,Steel - Medium / Small,Steel,Unison Metals is primiraly engaged in the business of Kitchen and Home applainces and Cold Rolled Patta/ Patti.
523019,B N Rathi Securities Ltd,bnrsecurities.com,523019,,Finance & Investments,Finance,B N Rathi Securities is engaged in the Business of broking in securities.
532372,Virinchi Ltd,virinchi.com,532372,,Computers - Software - Medium / Small,IT - Software,"Virinchi Limited, formerly Virinchi Technologies Limited, is an information technology (IT) products and services company. The Company is engaged in software development and research. The Company's segments include Software Product, Software Services, IT Enabled, and Infrastructure and Real Estate Services."
523301,TCPL Packaging Ltd,tcpl.in,523301,TCPLPACK,Packaging,Packaging,"TCPL Packaging is engaged in the business of Packaging Products viz, Other Containers, corrugated board containers, flexible packaging materials, tipping paper."
519262,Prima Agro Ltd,primaagro.in,519262,,Miscellaneous,Miscellaneous,Prima Agro is engaged in the business of Cattle Feed.
500226,Consolidated Finvest & Holdings Ltd,Company website,500226,CONSOFINVT,Finance & Investments,Finance,"Consolidated Finvest & Holdings Limited is a Non Banking Finance Company registered with Reserve Bank of india. The main business of the Company is Investments in shares, stocks, bonds, debentures, mutual funds, inter corporate deposits and loans."
520056,Sundaram Clayton Ltd,sundaram-clayton.com,520056,SUNCLAYLTD,Auto Ancillaries,Auto Ancillaries,Sundaram Clayton is a manufactures non-ferrous gravity and pressure die castings.
500168,Goodyear India Ltd,goodyear.co.in,500168,GOODYEAR,Tyres,Tyres,"Goodyear India is engaged in the business of manufacturing and trading of tyres, tubes and flaps with manufacturing facility at Ballabgarh, Haryana, India."
532626,Pondy Oxides & Chemicals Ltd,pocl.co.in,532626,,Chemicals,Chemicals,"Pondy Oxides and Chemicals Limited is an India-based company, which is engaged in the business of lead metal and alloy."
523369,DCM Shriram Industries Ltd,dcmsr.com,523369,,Sugar,Sugar,"DCM Shriram Industries Ltd is primarily engaged in production and sale of sugar, alcohol, power, chemicals and industrial fibers."
NSE - SM : SOFTTECH,Softtech Engineers Ltd,Company website,NSE - SM : SOFTTECH,,Computers - Software - Medium / Small,IT - Software,IT - Software >> Computers - Software - Medium / Small
531609,KG Petrochem Ltd,kgpetro.in,531609,,Textiles - Products,Textiles,"KG Petrochem is engaged in the business of manufacutuing and services as Manufactuiring and marketing of terry towels, made-ups, readymade garment like bathrobes, babyhood towels, pillows etc. in the domestic and inter- national market."
NSE - SM : AURDIS,Aurangabad Distillery Ltd,Company website,NSE - SM : AURDIS,,Breweries & Distilleries,Alcoholic Beverages,"Aurangabad Distillery is engaged in Business of Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials."
540726,Trident Texofab Ltd,tridenttexofab.com,540726,,Trading,Trading,Trident Texofab is an India-based company engaged in manufacturing and supplying of a range of garments and textile fabrics.
523411,ADC India Communications Ltd,adckcl.com,523411,,Telecommunications - Equipment,Telecomm Equipment & Infra Services,"ADC India Communications is engaged in providing versatile, reliable and cost effective connectivity solutions to suit individual enterprise and telecom service provider requirements. The Company provides copper and fiber physical connectivity in telecommunications and data networking solutions including structured cabling."
507598,Kovilpatti Lakshmi Roller Flour Mills Ltd,klrf.in,507598,,Food - Processing - Indian,FMCG,Kovilpatti Lakshmi Roller FlourMills is engaged in the business of Flour Milling and Iron and Steel Castings.
530431,Ador Fontech Ltd,adorfon.com,530431,,Electrodes - Welding Equipment,Capital Goods-Non Electrical Equipment,"Ador Fontech is a Frontrunner Organisation That Operates on the Philosophy of Partnering With Its Clients In Recommending and Implementing Value-Added Reclamation, Fusion, Surfacing, Spraying and Environmental Solutions.(Source : 201903 Annual Report Page No: 01)"
513269,Man Industries (India) Ltd,mangroup.com,513269,MANINDS,Steel - Medium / Small,Steel,"Man Industries (India) is engaged in the business of manufacturing, processing and trading of submerged arc welded pipes & steel products."
NSE - SM : FOCUS,Focus Lighting & Fixtures Ltd,Company website,NSE - SM : FOCUS,,Electric Equipment,Capital Goods - Electrical Equipment,"Focus Lighting And Fixtures Limited (FLFL), incorporated on August 11, 2005, is a decade old Company engaged in manufacturing and trading of led lights and fixtures. FLFL currently provide vide range of verticals i.e. retail industry, office & home lighting and hospitality lighting.(Source : 201903 Annual Report Page No: 46)"
500456,Pasupati Acrylon Ltd,pasupatiacrylon.com,500456,,Textiles - Manmade,Textiles,Pasupati Acrylon is engaged in one of the leading manufacturer of Acrylic Fibre.
540425,Shankara Building Products Ltd,shankarabuildpro.com,540425,SHANKARA,Trading,Trading,"Shankara Building Products is one of the India's leading organized retailers of home improvement and building products in India. It caters to a large customer base spread across various end-user segments in urban and semi-urban markets through a retail led, multi-channel sales approach complemented by processing facilities, supply chain and logistics facilities. It deals with a number of product categories including structural steel, cement, TMT bars, hollow blocks, pipes and tubes, roofing solutions, welding accessories, primers, solar heaters, plumbing materials, tiles, sanitary ware, water tanks, plywood, kitchen sinks, lighting and other allied products."
543235,Angel Broking Ltd,angelbroking.com,543235,ANGELBRKG,Finance & Investments,Finance,Finance >> Finance & Investments
504240,Delton Cables Ltd,deltoncables.com,504240,,Cables - Power,Cables,"Delton Cables Limited is Power cables manufacturer from Delhi, India. Industrial electric switchgear supplier and house wiring from India offers copper and aluminum cables, telecommunication cables and jelly filled telecom cables."
530131,Udaipur Cement Works Ltd,udaipurcement.com,530131,,Cement - North India,Cement,Udaipur Cement Works is a manufacturer and supplier of Cement and Cementitious products.
514138,Suryalata Spinning Mills Ltd,suryalata.com,514138,,Textiles - Spinning - Synthetic / Blended,Textiles,"Suryalata Spinning Mills is engaged in producing the best quality of yarns like synthetic, blended, mlange and value added yarns suitable for suitings, shirtings and knitting."
538964,Mercury Laboratories Ltd,mercurylabs.com,538964,,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,Mercury Laboratories is engaged in the business of Pharmaceutical items.
522017,Fluidomat Ltd,fluidomat.com,522017,,Engineering,Capital Goods-Non Electrical Equipment,Fluidomat is engaged in the business of manufactures a wide range of fixed speed and variable speed fluid couplings for Industrial and automotive drives upto 3800 kw since 1971.
500084,CESC Ltd,cesc.co.in,500084,CESC,Power Generation And Supply,Power Generation & Distribution,CESC is engaged in the Business of generation and distribution of electricity.
532029,Sindhu Trade Links Ltd,sindhutrade.com,532029,,Miscellaneous,Logistics,"Sindhu Trade Links Limited is an India-based company, which is engaged in the business of transportation, trading of oil and diesel, finance, civil construction and mining of coal."
532856,Time Technoplast Ltd,timetechnoplast.com,532856,TIMETECHNO,Plastics Products,Plastic products,Time Technoplast is a multinational conglomerate involved in the manufacturing of technology and innovation driven polymer & Composite products.
NSE - SM : MMP,MMP Industries Ltd,Company website,NSE - SM : MMP,,Aluminium and Aluminium Products,Non Ferrous Metals,MMP Industries Ltd is also engaged in trading and manufacturing of MnO and MnO2 Powder.
502137,Deccan Cements Ltd,deccancements.com,502137,DECCANCE,Cement - South India,Cement,"Deccan Cements is engaged in the business of Manufacturing of Cement in form of Clinker and Manufacturing of Portland Cement, Slag Cement and similar and Generation of Electricity."
533161,Emmbi Industries Ltd,wovensackindia.com; www.emmbi.com,533161,EMMBI,Packaging,Packaging,Emmbi Industries the principal activities of the Company comprises of Manufacturing and Trading of HDPE & PP - Woven Polymer Based Products.
532783,L T Foods Ltd,ltgroup.in,532783,DAAWAT,Food - Processing - Indian,FMCG,LT Foods in the business of research and development to add value to rice and rice food products.
513097,Shivalik Bimetal Controls Ltd,shivalikbimetals.com,513097,,Electronics - Components,Electronics,"Shivalik Bimetal Controls Limited is engaged in manufacturing Thermostatic Bi-metal/Tri-metal Strips and Parts, and Shunt (Resistors)."
533274,Prestige Estates Projects Ltd,prestigeconstructions.com,533274,PRESTIGE,Construction,Realty,Prestige Estates Projects is engaged in the business of real estate development.
